book_names,author_pages,no_of_pages,no_of_ratings,avg_rating,my_rating,date_added,date_read,image_sources,image_name,name
Yok Bana Sensiz Hayat,https://www.goodreads.com/author/show/3416995.Asl_Tohumcu,51,116,3.2,2.0,"June 10, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1268408982l/7852494._SY75_.jpg,www/cover_1234.png,Aslı Tohumcu
İshak,https://www.goodreads.com/author/show/683970.Onat_Kutlar,120,441,4.0,4.0,"June 02, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1451665023l/7948883._SX50_.jpg,www/cover_1235.png,Onat Kutlar
Bırakılmış Biri,https://www.goodreads.com/author/show/3142367.Orhan_Duru,104,30,3.67,4.0,"June 15, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1452640776l/7997520._SX50_.jpg,www/cover_1236.png,Orhan Duru
Yalnızlık Gittiğin Yoldan Gelir,https://www.goodreads.com/author/show/4386089.Sel_uk_Altun,208,168,3.62,5.0,"June 02, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1575821042l/8086351._SX50_.jpg,www/cover_1237.png,Selçuk Altun
Muska,https://www.goodreads.com/author/show/4045436.Sad_k_Yemni,372,78,3.91,3.0,"June 02, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1333265817l/8136147._SX50_.jpg,www/cover_1238.png,Sadık Yemni
Allahın Askerleri,https://www.goodreads.com/author/show/2882570.Ya_ar_Kemal,223,242,4.33,4.0,"June 02, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1437811553l/8196898._SY75_.jpg,www/cover_1239.png,Yaşar Kemal
Erdemle Kırbaçlanan Kadın,https://www.goodreads.com/author/show/2885224.Marquis_de_Sade,194,16867,3.42,3.0,"June 02, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1335462756l/13618069._SY75_.jpg,www/cover_1240.png,Marquis de Sade
Tersine Dünya,https://www.goodreads.com/author/show/912366.Orhan_Kemal,125,409,3.55,3.0,"June 02, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1276454247l/8450330._SX50_.jpg,www/cover_1241.png,Orhan Kemal
Aganta Burina Burinata,https://www.goodreads.com/author/show/4294912.Halikarnas_Bal_k_s_,192,1680,4.08,5.0,"June 10, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1469124050l/8498964._SX50_.jpg,www/cover_1242.png,Halikarnas Balıkçısı
Uşak ile Yosma,https://www.goodreads.com/author/show/191147.Nina_Berberova,80,279,3.24,3.0,"June 01, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1421429872l/24530713._SY75_.jpg,www/cover_1243.png,Nina Berberova
Lütfen Anneme İyi Bak,https://www.goodreads.com/author/show/7773619.Kyung_Sook_Shin,231,48259,3.92,4.0,"June 02, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1363636622l/17656651._SX50_.jpg,www/cover_1244.png,Kyung-Sook Shin
İyi ki Erken Öldün,https://www.goodreads.com/author/show/4989631.Hronis_Missios,224,1844,4.52,5.0,"June 02, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1462350733l/11858078._SY75_.jpg,www/cover_1245.png,
Ceza Sömürgesi,https://www.goodreads.com/author/show/5223.Franz_Kafka,55,32955,3.92,3.0,"June 04, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1426260650l/22756152._SX50_.jpg,www/cover_1246.png,Franz Kafka
Çöplüğün Generali,https://www.goodreads.com/author/show/1259987.Oya_Baydar,262,189,3.75,2.0,"June 02, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1282929507l/8978461._SY75_.jpg,www/cover_1247.png,Oya Baydar
Portobello Cadısı,https://www.goodreads.com/author/show/566.Paulo_Coelho,261,84813,3.57,4.0,"June 01, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1603011935l/8881946._SY75_.jpg,www/cover_1248.png,Paulo Coelho
Engereğin Gözündeki Kamaşma,https://www.goodreads.com/author/show/17853832.Z_lf_Livaneli,173,4016,4.02,4.0,"June 09, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1369381527l/12192332._SX50_.jpg,www/cover_1249.png,Zülfü Livaneli
"Kış Patatesi Köftesi (Franz Eberhofer, #1)",https://www.goodreads.com/author/show/4362182.Rita_Falk,240,3501,3.77,3.0,"June 04, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1385213360l/18904507._SY75_.jpg,www/cover_1250.png,Rita Falk
Delifişek (Zeze #3),https://www.goodreads.com/author/show/30091.Jos_Mauro_de_Vasconcelos,102,4632,3.54,4.0,"June 10, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1359401879l/9363758._SY75_.jpg,www/cover_1251.png,José Mauro de Vasconcelos
Mimoza'da Elli Gram,https://www.goodreads.com/author/show/2837095.Cemil_Kavuk_u,144,50,4.18,4.0,"June 10, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1611328366l/9396603._SY75_.jpg,www/cover_1252.png,Cemil Kavukçu
"Kağnı, Ses, Esirler",https://www.goodreads.com/author/show/116623.Sabahattin_Ali,222,988,4.11,4.0,"June 10, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1602975572l/9405816._SY75_.jpg,www/cover_1253.png,Sabahattin Ali
Bir Sen Yakınsın Uzakta Kalınca,https://www.goodreads.com/author/show/4386089.Sel_uk_Altun,176,73,3.85,4.0,"June 02, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1575821424l/9419397._SX50_.jpg,www/cover_1254.png,Selçuk Altun
Ku(r)şun Lezzeti,https://www.goodreads.com/author/show/4386089.Sel_uk_Altun,162,49,3.35,3.0,"June 02, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1285788552l/9419411._SX50_.jpg,www/cover_1255.png,Selçuk Altun
Bugünlerde Bahar İndi,https://www.goodreads.com/author/show/2882570.Ya_ar_Kemal,120,151,3.97,4.0,"June 02, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1438167792l/9437698._SX50_.jpg,www/cover_1256.png,Yaşar Kemal
Hüyükteki Nar Ağacı,https://www.goodreads.com/author/show/2882570.Ya_ar_Kemal,93,724,4.15,5.0,"June 01, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1437922836l/9454022._SY75_.jpg,www/cover_1257.png,Yaşar Kemal
Yalancı,https://www.goodreads.com/author/show/4398130.Bedii_Faik,190,5,4.4,5.0,"June 02, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1286380765l/9465751._SX50_.jpg,www/cover_1258.png,Bedii Faik
Ninatta'nın Bileziği,https://www.goodreads.com/author/show/2728829.Ahmet_mit,104,955,3.74,4.0,"June 17, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1384287873l/9730926._SY75_.jpg,www/cover_1259.png,Ahmet Ümit
Cyrano de Bergerac,https://www.goodreads.com/author/show/24707.Stefano_Benni,104,58,4.28,4.0,"October 08, 2020",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1602186991l/55600629._SX50_.jpg,www/cover_1260.png,Stefano Benni
Karanlık Oda,https://www.goodreads.com/author/show/4504609.Hakan_B_akc_,176,227,3.63,3.0,"June 02, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1293985685l/10099559._SY75_.jpg,www/cover_1261.png,Hakan Bıçakcı
Şeytan Ayrıntıda Gizlidir,https://www.goodreads.com/author/show/2728829.Ahmet_mit,200,2413,3.58,3.0,"June 01, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1727208761l/10226227._SY75_.jpg,www/cover_1262.png,Ahmet Ümit
Aziz İstanbul,https://www.goodreads.com/author/show/4406787.Yahya_Kemal_Beyatl_,208,140,3.74,3.0,"June 10, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1502312931l/10370617._SX50_.jpg,www/cover_1263.png,Yahya Kemal Beyatlı
"Demirciler Çarşısı Cinayeti (Akçasazın Ağaları, #1)",https://www.goodreads.com/author/show/2882570.Ya_ar_Kemal,572,558,4.42,4.0,"June 02, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1455614605l/10445959._SY75_.jpg,www/cover_1264.png,Yaşar Kemal
Tavan Arasındaki Buda,https://www.goodreads.com/author/show/4464.Julie_Otsuka,155,64060,3.71,4.0,"June 04, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1339577720l/15703731._SX50_.jpg,www/cover_1265.png,Julie Otsuka
Filler Sultanı ile Kırmızı Sakallı Topal Karınca,https://www.goodreads.com/author/show/2882570.Ya_ar_Kemal,220,1797,4.29,4.0,"June 02, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1448460816l/10491788._SY75_.jpg,www/cover_1266.png,Yaşar Kemal
The Last Demon,https://www.goodreads.com/author/show/14444.Isaac_Bashevis_Singer,96,230,3.83,4.0,"June 02, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328053063l/10562170._SX50_.jpg,www/cover_1267.png,Isaac Bashevis Singer
Karı Koca Masalı ve Ahmet Mithat Bibliyografyası,https://www.goodreads.com/author/show/18556516.Ahmed_Midhat_Efendi,215,10,3.5,4.0,"June 02, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1300525037l/10820005._SY75_.jpg,www/cover_1268.png,Ahmed Midhat Efendi
İnsan Olmak,https://www.goodreads.com/author/show/3278786.Engin_Ge_tan,184,7441,4.4,4.0,"February 02, 2018",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1365266364l/11079931._SX50_.jpg,www/cover_1269.png,Engin Geçtan
Şairin Romanı,https://www.goodreads.com/author/show/346422.Murathan_Mungan,592,686,4.32,2.0,"June 02, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1767035316l/11080040._SY75_.jpg,www/cover_1270.png,Murathan Mungan
Serenad,https://www.goodreads.com/author/show/17853832.Z_lf_Livaneli,484,19470,4.38,4.0,"June 02, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1359229737l/11085413._SX50_.jpg,www/cover_1271.png,Zülfü Livaneli
Bay Tanrı,https://www.goodreads.com/author/show/8933.Alan_Lightman,192,2375,3.62,2.0,"June 04, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1585944470l/17255756._SX50_.jpg,www/cover_1272.png,Alan Lightman
Onikiye Bir Var / Sancho'nun Sabah Yürüyüşü / Gülerek Ölmek,https://www.goodreads.com/author/show/720524.Haldun_Taner,183,185,4.16,5.0,"June 02, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1304848155l/11322728._SY75_.jpg,www/cover_1273.png,Haldun Taner
Sehrin Kuleleri,https://www.goodreads.com/author/show/4853245.Tayfun_Pirselimo_lu,424,16,3.5,3.0,"June 02, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1678536511l/91102320._SX50_.jpg,www/cover_1274.png,Tayfun Pirselimoğlu
Eve Dönmenin Yolları,https://www.goodreads.com/author/show/1267908.Alejandro_Zambra,146,13922,3.94,4.0,"June 04, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1487877199l/18138123._SY75_.jpg,www/cover_1275.png,Alejandro Zambra
Maximilian Ponder'ın Muteber Beyni,https://www.goodreads.com/author/show/17122272.J_W_Ironmonger,308,605,3.82,4.0,"June 02, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1365599861l/17789239._SX50_.jpg,www/cover_1276.png,J.W. Ironmonger
Varolmayan Şövalye,https://www.goodreads.com/author/show/155517.Italo_Calvino,144,25716,3.82,4.0,"June 02, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1451935287l/16412430._SY75_.jpg,www/cover_1277.png,Italo Calvino
"Peri Bacaları (Bu Diyar Baştanbaşa, #3)",https://www.goodreads.com/author/show/2882570.Ya_ar_Kemal,216,131,4.49,4.0,"June 02, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1448462931l/11782436._SY75_.jpg,www/cover_1278.png,Yaşar Kemal
"Bir Bulut Kaynıyor (Bu Diyar Baştanbaşa, #4)",https://www.goodreads.com/author/show/2882570.Ya_ar_Kemal,194,105,4.44,4.0,"June 15, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1438157253l/12067406._SY75_.jpg,www/cover_1279.png,Yaşar Kemal
Sevgilimsin,https://www.goodreads.com/author/show/3243108.Ataol_Behramo_lu,47,57,3.61,5.0,"June 02, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1312876175l/12274563._SY75_.jpg,www/cover_1280.png,Ataol Behramoğlu
Tasmalı Güvercin,https://www.goodreads.com/author/show/2837095.Cemil_Kavuk_u,104,129,3.53,5.0,"June 15, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1510523658l/12363827._SY75_.jpg,www/cover_1281.png,Cemil Kavukçu
Bu Kitaptan Kimse Sağ Çıkamayacak,https://www.goodreads.com/author/show/5052653.Altay_ktem,224,69,3.62,4.0,"June 10, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1336999736l/12383398._SX50_.jpg,www/cover_1282.png,Altay Öktem
Venedik'te Ölüm,https://www.goodreads.com/author/show/19405.Thomas_Mann,116,68655,3.68,5.0,"June 01, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1430336531l/7917094._SY75_.jpg,www/cover_1283.png,Thomas Mann
Son Adım,https://www.goodreads.com/author/show/5181733.Ayhan_Ge_gin,259,348,4.22,5.0,"June 01, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1315355292l/12541427._SY75_.jpg,www/cover_1284.png,Ayhan Geçgin
Çatıdaki Pencere,https://www.goodreads.com/author/show/1285555.Jos_Saramago,306,7644,3.91,4.0,"June 02, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442342084l/16114056._SX50_.jpg,www/cover_1285.png,José Saramago
Gizli Emir,https://www.goodreads.com/author/show/1386106.Melih_Cevdet_Anday,262,124,3.81,4.0,"June 02, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1491513941l/12779936._SX50_.jpg,www/cover_1286.png,Melih Cevdet Anday
Mırıldandığım Öyküler,https://www.goodreads.com/author/show/25824.Julio_Cort_zar,140,2206,4.0,3.0,"June 10, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1450000578l/12431328._SY75_.jpg,www/cover_1287.png,Julio Cortázar
Başkasının Rüyaları,https://www.goodreads.com/author/show/2837095.Cemil_Kavuk_u,112,245,4.11,5.0,"June 10, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1467277252l/12963124._SY75_.jpg,www/cover_1288.png,Cemil Kavukçu
Sinek Isırıklarının Müellifi,https://www.goodreads.com/author/show/3351237.Bar_B_ak_,166,3473,3.98,5.0,"June 02, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1474613703l/12986321._SY75_.jpg,www/cover_1289.png,Barış Bıçakçı
Güvercine Ağıt,https://www.goodreads.com/author/show/4479662.G_rsel_Korat,266,76,4.17,2.0,"June 02, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1524433135l/13010969._SX50_.jpg,www/cover_1290.png,Gürsel Korat
"Yusufçuk Yusuf (Akçasazın Ağaları, #2)",https://www.goodreads.com/author/show/2882570.Ya_ar_Kemal,662,213,4.58,5.0,"June 02, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1448464190l/13081324._SY75_.jpg,www/cover_1291.png,Yaşar Kemal
Kış Günlüğü,https://www.goodreads.com/author/show/296961.Paul_Auster,195,9602,3.9,3.0,"June 02, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1326043725l/13400124._SY75_.jpg,www/cover_1292.png,Paul Auster
Abis,https://www.goodreads.com/author/show/3416995.Asl_Tohumcu,112,103,3.29,2.0,"June 10, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1428269764l/13571636._SX50_.jpg,www/cover_1293.png,Aslı Tohumcu
Bizim Köy,https://www.goodreads.com/author/show/4796772.Mahmut_Makal,160,319,4.43,5.0,"June 02, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1435622485l/21519568._SY75_.jpg,www/cover_1294.png,Mahmut Makal
Arafat'ta Bir Çocuk,https://www.goodreads.com/author/show/17853832.Z_lf_Livaneli,156,968,3.57,4.0,"June 09, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1335941947l/13630670._SY75_.jpg,www/cover_1295.png,Zülfü Livaneli
Beşinci Dağ,https://www.goodreads.com/author/show/566.Paulo_Coelho,235,46263,3.63,4.0,"May 21, 2017",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1312399840l/12267721._SY75_.jpg,www/cover_1296.png,Paulo Coelho
Paralı Asker,https://www.goodreads.com/author/show/15923.Georges_Perec,164,456,3.47,3.0,"June 04, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1360643032l/17367881._SY75_.jpg,www/cover_1297.png,Georges Perec
Çamlıca'daki Eniştemiz,https://www.goodreads.com/author/show/4089803.Abd_lhak_inasi_Hisar,224,153,4.2,3.0,"June 02, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1438174248l/15713439._SY75_.jpg,www/cover_1298.png,Abdülhak Şinasi Hisar
Sunset Park,https://www.goodreads.com/author/show/296961.Paul_Auster,273,16429,3.6,4.0,"June 02, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1460482159l/10686607._SY75_.jpg,www/cover_1299.png,Paul Auster
Hafif Metro Günleri,https://www.goodreads.com/author/show/3502980.Murat_Yal_n,86,27,3.26,2.0,"June 10, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1440764825l/15775609._SY75_.jpg,www/cover_1300.png,Murat Yalçın
Yorgun Sevda,https://www.goodreads.com/author/show/5360060._rfan_Yal_n,103,44,3.68,4.0,"June 15, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1452089679l/15784807._SY75_.jpg,www/cover_1301.png,İrfan Yalçın
Yedinci Gün,https://www.goodreads.com/author/show/838424._hsan_Oktay_Anar,240,2912,3.85,4.0,"June 02, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1345454628l/15832179._SY75_.jpg,www/cover_1302.png,İhsan Oktay Anar
Çöplük,https://www.goodreads.com/author/show/2756982._ebnem_ig_zel,376,92,3.57,2.0,"June 02, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1382211131l/15996423._SX50_.jpg,www/cover_1303.png,Şebnem İşigüzel
Ölürse Ten Ölür Canlar Ölesi Değil,https://www.goodreads.com/author/show/720524.Haldun_Taner,300,112,3.98,4.0,"June 10, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348834736l/16051466._SX50_.jpg,www/cover_1304.png,Haldun Taner
Üvercinka,https://www.goodreads.com/author/show/720534.Cemal_S_reya,64,1438,3.91,4.0,"June 15, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348921272l/16052994._SX50_.jpg,www/cover_1305.png,Cemal Süreya
Bizans Sultanı,https://www.goodreads.com/author/show/4386089.Sel_uk_Altun,189,452,3.23,4.0,"June 04, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1592500086l/11082323._SX50_.jpg,www/cover_1306.png,Selçuk Altun
"Nuhun Gemisi (Bu Diyar Baştanbaşa, #1)",https://www.goodreads.com/author/show/2882570.Ya_ar_Kemal,205,263,4.48,4.0,"June 02, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1448462734l/16057844._SY75_.jpg,www/cover_1307.png,Yaşar Kemal
