book_names,author_pages,no_of_pages,no_of_ratings,avg_rating,my_rating,date_added,date_read,image_sources,image_name,name
"Dear Ijeawele, or a Feminist Manifesto in Fifteen Suggestions",https://www.goodreads.com/author/show/19992417.Chimamanda_Ngozi_Adichie,80,88289,4.5,5.0,"December 10, 2017","Dec 10, 2017",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1595420819l/34393819._SX50_.jpg,www/cover_614.png,Chimamanda Ngozi Adichie
We Should All Be Feminists,https://www.goodreads.com/author/show/19992417.Chimamanda_Ngozi_Adichie,52,330625,4.39,5.0,"December 09, 2017","Dec 09, 2017",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1648857903l/23301805._SX50_.jpg,www/cover_615.png,Chimamanda Ngozi Adichie
Bakele,https://www.goodreads.com/author/show/1257076.Sezgin_Kaymaz,198,792,3.83,4.0,"November 26, 2017","Nov 30, 2017",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1424167704l/24955779._SY75_.jpg,www/cover_616.png,Sezgin Kaymaz
Bugün Bize Kim Geldi,https://www.goodreads.com/author/show/1257076.Sezgin_Kaymaz,181,710,4.18,4.0,"November 25, 2017","Nov 26, 2017",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1461611663l/29997725._SY75_.jpg,www/cover_617.png,Sezgin Kaymaz
"The Scandal of Father Brown (Father Brown, #5)",https://www.goodreads.com/author/show/7014283.G_K_Chesterton,211,1491,3.92,4.0,"November 21, 2017","Nov 25, 2017",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1708538170l/17242206._SY75_.jpg,www/cover_618.png,G.K. Chesterton
Büyükler Ölünce Toprağa Gömülür,https://www.goodreads.com/author/show/4779173.Nezih_Erdo_an,176,20,3.5,4.0,"November 18, 2017","Nov 19, 2017",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1541078427l/18373815._SY75_.jpg,www/cover_619.png,Nezih Erdoğan
J.R.R. Tolkien'den Hobbit Resimleri,https://www.goodreads.com/author/show/9498.Wayne_G_Hammond,144,6325,4.33,3.0,"November 18, 2017","Nov 18, 2017",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388160672l/20321533._SX50_.jpg,www/cover_620.png,Wayne G. Hammond
A House in the Sky: A Memoir of a Kidnapping That Changed Everything,https://www.goodreads.com/author/show/6572575.Amanda_Lindhout,375,72511,4.28,4.0,"November 02, 2017","Nov 17, 2017",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1433525487l/20023402._SY75_.jpg,www/cover_621.png,Amanda Lindhout
Kibrit Ev,https://www.goodreads.com/author/show/16048476.Murat_S_Dural,240,128,4.34,3.0,"July 24, 2017","Nov 02, 2017",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1478276868l/32871559._SY75_.jpg,www/cover_622.png,Murat S. Dural
Binbir Gece Masalları,https://www.goodreads.com/author/show/5158478.Anonymous,216,81931,4.03,3.0,"October 20, 2017","Oct 23, 2017",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1500543240l/35710274._SY75_.jpg,www/cover_623.png,
The Unchangeable Spots of Leopards,https://www.goodreads.com/author/show/6463605.Kristopher_Jansma,272,4908,3.82,5.0,"October 09, 2017","Oct 15, 2017",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386022689l/18114280._SY75_.jpg,www/cover_624.png,Kristopher Jansma
Tuzdan Heykel,https://www.goodreads.com/author/show/111147.Leopoldo_Lugones,96,247,3.62,4.0,"October 07, 2017","Oct 08, 2017",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1500542827l/35710243._SY75_.jpg,www/cover_625.png,Leopoldo Lugones
Maderzad Palas,https://www.goodreads.com/author/show/6461824.Erbu_Kaya,248,86,4.19,4.0,"July 24, 2017","Oct 07, 2017",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1497332551l/35426110._SX50_.jpg,www/cover_626.png,Erbuğ Kaya
Elia ile Yolculuk,https://www.goodreads.com/author/show/17853832.Z_lf_Livaneli,120,1565,3.66,4.0,"October 03, 2017","Oct 04, 2017",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1499081384l/35581445._SX50_.jpg,www/cover_627.png,Zülfü Livaneli
Clarissa,https://www.goodreads.com/author/show/25573.Stefan_Zweig,184,3625,3.89,4.0,"July 24, 2017","Oct 03, 2017",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1484233453l/33843884._SY75_.jpg,www/cover_628.png,Stefan Zweig
Mezbaha 5,https://www.goodreads.com/author/show/2778055.Kurt_Vonnegut_Jr_,180,1483594,4.1,4.0,"September 23, 2017","Sep 28, 2017",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1507471603l/26367542._SY75_.jpg,www/cover_629.png,Kurt Vonnegut Jr.
Görünmez Adam,https://www.goodreads.com/author/show/880695.H_G_Wells,232,217231,3.63,3.0,"September 22, 2017","Sep 23, 2017",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1527608710l/35998179._SX50_.jpg,www/cover_630.png,H.G. Wells
Karmaşık Duygular,https://www.goodreads.com/author/show/25573.Stefan_Zweig,264.0,13226,4.04,5.0,"September 15, 2017","Sep 21, 2017",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1438207245l/26005810._SY75_.jpg,www/cover_631.png,Stefan Zweig
The Time Keeper,https://www.goodreads.com/author/show/2331.Mitch_Albom,224.0,122646,3.9,3.0,"September 10, 2017","Sep 15, 2017",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1340478576l/13624688._SX50_.jpg,www/cover_632.png,Mitch Albom
Çözülme,https://www.goodreads.com/author/show/14556560.A_Kadir_Konuk,,7,3.86,4.0,"September 09, 2017","Sep 13, 2017",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1476703139l/32660910._SX50_.jpg,www/cover_633.png,A. Kadir Konuk
Esio Trot,https://www.goodreads.com/author/show/4273.Roald_Dahl,80.0,47930,3.73,4.0,"September 09, 2017","Sep 09, 2017",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348269116l/194755._SX50_.jpg,www/cover_634.png,Roald Dahl
Writings From the Zen Masters (Penguin Great Ideas),https://www.goodreads.com/author/show/13517922.Wumen_Huikai,128.0,394,3.59,3.0,"September 09, 2017","Sep 09, 2017",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348064781l/7283794._SY75_.jpg,www/cover_635.png,Wumen Huikai
Konstantiniyye Oteli,https://www.goodreads.com/author/show/17853832.Z_lf_Livaneli,480.0,3671,3.7,2.0,"September 02, 2017","Sep 08, 2017",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1430836794l/25484988._SX50_.jpg,www/cover_636.png,Zülfü Livaneli
Pascali'nin Adası,https://www.goodreads.com/author/show/3101.Barry_Unsworth,207.0,432,3.51,4.0,"August 22, 2017","Aug 29, 2017",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1504465487l/31217300._SX50_.jpg,www/cover_637.png,Barry Unsworth
Tell Me Who I Am,https://www.goodreads.com/author/show/38457.Julia_Navarro,993.0,32201,4.41,3.0,"July 26, 2017","Aug 21, 2017",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1393048020l/20884227._SY75_.jpg,www/cover_638.png,Julia Navarro
The Lifted Veil,https://www.goodreads.com/author/show/173.George_Eliot,101.0,5380,3.4,3.0,"July 23, 2017","Jul 25, 2017",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389938682l/18897512._SY75_.jpg,www/cover_639.png,George Eliot
Lady Susan,https://www.goodreads.com/author/show/1265.Jane_Austen,82.0,53124,3.66,4.0,"July 21, 2017","Jul 23, 2017",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1475676147l/18337463._SY75_.jpg,www/cover_640.png,Jane Austen
Yanardağın Altında,https://www.goodreads.com/author/show/17439.Malcolm_Lowry,464.0,26854,3.76,3.0,"July 08, 2017","Jul 21, 2017",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1413449939l/23381145._SY75_.jpg,www/cover_641.png,Malcolm Lowry
To-morrow,https://www.goodreads.com/author/show/3345.Joseph_Conrad,34.0,1091,3.45,3.0,"July 08, 2017","Jul 08, 2017",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388797513l/20430066._SY75_.jpg,www/cover_642.png,Joseph Conrad
The Yellow Wallpaper,https://www.goodreads.com/author/show/29527.Charlotte_Perkins_Gilman,27.0,358787,4.07,3.0,"July 05, 2017","Jul 05, 2017",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1383354583l/18139228._SY75_.jpg,www/cover_643.png,Charlotte Perkins Gilman
To Be Read at Dusk,https://www.goodreads.com/author/show/239579.Charles_Dickens,24.0,2643,3.39,3.0,"July 05, 2017","Jul 05, 2017",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389108603l/18918103._SY75_.jpg,www/cover_644.png,Charles Dickens
Maveraünnehir Nereye Dökülür?,https://www.goodreads.com/author/show/16807600.Engin_Bar_Kalkan,138.0,52,3.9,4.0,"June 09, 2017","Jul 03, 2017",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1493734904l/35051322._SY75_.jpg,www/cover_645.png,Engin Barış Kalkan
"The Expats (Kate Moore, #1)",https://www.goodreads.com/author/show/437652.Chris_Pavone,326.0,39559,3.52,4.0,"June 22, 2017","Jun 28, 2017",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1325641431l/12617758._SY75_.jpg,www/cover_646.png,Chris Pavone
Dostlarımızın Dostları,https://www.goodreads.com/author/show/159.Henry_James,216.0,366,3.6,4.0,"June 19, 2017","Jun 21, 2017",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1491602249l/34819965._SY75_.jpg,www/cover_647.png,Henry James
Konuk Kaplan,https://www.goodreads.com/author/show/548895.Pu_Songling,96.0,264,3.52,4.0,"June 18, 2017","Jun 19, 2017",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1491305857l/34790372._SY75_.jpg,www/cover_648.png,Pu Songling
Micromegas,https://www.goodreads.com/author/show/5754446.Voltaire,208.0,6866,3.65,4.0,"June 14, 2017","Jun 18, 2017",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1485818318l/34077437._SY75_.jpg,www/cover_649.png,Voltaire
Rus Öyküleri,https://www.goodreads.com/author/show/3137322.Fyodor_Dostoevsky,188.0,143,4.34,4.0,"June 11, 2017","Jun 14, 2017",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1491849397l/34835009._SY75_.jpg,www/cover_650.png,Fyodor Dostoevsky
Beloved,https://www.goodreads.com/author/show/3534.Toni_Morrison,324.0,490690,3.98,3.0,"May 28, 2017","Jun 11, 2017",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1363582456l/1411614._SY75_.jpg,www/cover_651.png,Toni Morrison
The Book of Tea,https://www.goodreads.com/author/show/25563.Kakuz_Okakura,109.0,17572,3.85,5.0,"June 05, 2017","Jun 05, 2017",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1462920858l/29777125._SX50_.jpg,www/cover_652.png,Kakuzō Okakura
A Cup of Sake Beneath the Cherry Trees,https://www.goodreads.com/author/show/6937001.Yoshida_Kenk_,51.0,3773,3.73,3.0,"June 05, 2017","Jun 05, 2017",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1423759107l/24874345._SX50_.jpg,www/cover_653.png,Yoshida Kenkō
Saydam Turp,https://www.goodreads.com/author/show/121407.Mo_Yan,272.0,585,3.21,3.0,"May 24, 2017","May 28, 2017",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1485113170l/33640319._SY75_.jpg,www/cover_654.png,Mo Yan
Damızlık Kızın Öyküsü,https://www.goodreads.com/author/show/3472.Margaret_Atwood,352.0,2424159,4.15,4.0,"May 16, 2017","May 24, 2017",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1419942877l/18069864._SY75_.jpg,www/cover_655.png,Margaret Atwood
The Underground Railroad,https://www.goodreads.com/author/show/10029.Colson_Whitehead,306.0,445061,4.06,3.0,"May 07, 2017","May 16, 2017",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1493178362l/30555488._SX50_.jpg,www/cover_656.png,Colson Whitehead
Woolgathering,https://www.goodreads.com/author/show/196092.Patti_Smith,80.0,7741,3.85,3.0,"May 07, 2017","May 07, 2017",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1349020681l/11236719._SX50_.jpg,www/cover_657.png,Patti Smith
Nasipse Adayız,https://www.goodreads.com/author/show/7164791.Ercan_Kesal,194.0,619,3.74,3.0,"May 03, 2017","May 05, 2017",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1444977352l/27215295._SX50_.jpg,www/cover_658.png,Ercan Kesal
"A Game of Thrones: The Graphic Novel, Volume One",https://www.goodreads.com/author/show/13557729.Daniel_Abraham,240.0,46285,4.49,3.0,"May 01, 2017","May 02, 2017",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1369052110l/12962439._SX50_.jpg,www/cover_659.png,Daniel Abraham
Dünya Bu Kadar,https://www.goodreads.com/author/show/6434621.Mahir_nsal_Eri_,196.0,1041,3.84,3.0,"April 29, 2017","Apr 30, 2017",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1428139596l/25159963._SY75_.jpg,www/cover_660.png,Mahir Ünsal Eriş
Küçük Feministin Kitabı,https://www.goodreads.com/author/show/5111919.Sassa_Buregren,127,269,4.43,5.0,"April 29, 2017","Apr 29, 2017",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1441813668l/26257644._SX50_.jpg,www/cover_661.png,Sassa Buregren
Lizbon Kuşatmasının Tarihi,https://www.goodreads.com/author/show/1285555.Jos_Saramago,344,6902,3.82,3.0,"April 17, 2017","Apr 28, 2017",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1470126790l/31320100._SX50_.jpg,www/cover_662.png,José Saramago
Drina Köprüsü,https://www.goodreads.com/author/show/2147.Ivo_Andri_,354,25172,4.33,4.0,"April 14, 2017","Apr 17, 2017",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1435573887l/25815891._SY75_.jpg,www/cover_663.png,Ivo Andrić
"The Circle (The Circle, #1)",https://www.goodreads.com/author/show/3371.Dave_Eggers,493,231121,3.43,1.0,"April 11, 2017","Apr 13, 2017",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1376419833l/18302455._SX50_.jpg,www/cover_664.png,Dave Eggers
İki Başına Yürümek -Burhan Uygur'un Resimleriyle-,https://www.goodreads.com/author/show/3256304.Beh_et_Necatigil,108,9,3.67,4.0,"April 09, 2017","Apr 10, 2017",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1475971230l/30174507._SX50_.jpg,www/cover_665.png,Behçet Necatigil
"American Gods: Tenth Anniversary (American Gods, #1)",https://www.goodreads.com/author/show/1221698.Neil_Gaiman,635,990899,4.1,3.0,"March 19, 2017","Apr 09, 2017",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1462924585l/30165203._SY75_.jpg,www/cover_666.png,Neil Gaiman
Kul,https://www.goodreads.com/author/show/5138028.Seray_ahiner,152,820,3.51,3.0,"March 19, 2017","Mar 22, 2017",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1488636981l/34461223._SY75_.jpg,www/cover_667.png,Seray Şahiner
Grief Is the Thing with Feathers,https://www.goodreads.com/author/show/13807841.Max_Porter,128,53102,3.8,2.0,"March 16, 2017","Mar 17, 2017",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1446417197l/26114444._SX50_.jpg,www/cover_668.png,Max Porter
Mişima ya da Boşluk Algısı,https://www.goodreads.com/author/show/7732.Marguerite_Yourcenar,112,847,3.68,3.0,"March 12, 2017","Mar 16, 2017",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1448874356l/22584832._SY75_.jpg,www/cover_669.png,Marguerite Yourcenar
The Couple Next Door,https://www.goodreads.com/author/show/1278320.Shari_Lapena,308,711785,3.8,4.0,"March 10, 2017","Mar 12, 2017",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1471502242l/28815474._SY75_.jpg,www/cover_670.png,Shari Lapena
The Vegetarian,https://www.goodreads.com/author/show/4119155.Han_Kang,158,381923,3.65,3.0,"February 28, 2017","Mar 07, 2017",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1728661771l/25489025._SY75_.jpg,www/cover_671.png,Han Kang
Huzursuzluk,https://www.goodreads.com/author/show/17853832.Z_lf_Livaneli,160,9941,4.03,4.0,"February 26, 2017","Feb 28, 2017",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1483606279l/33797647._SX50_.jpg,www/cover_672.png,Zülfü Livaneli
Elleri Var Özgürlüğün,https://www.goodreads.com/author/show/1204913.Oktay_Rifat,76,44,3.73,3.0,"February 25, 2017","Feb 26, 2017",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1475481531l/32324321._SX50_.jpg,www/cover_673.png,Oktay Rifat
Göl,https://www.goodreads.com/author/show/195045.Jean_Echenoz,135,264,3.16,2.0,"February 20, 2017","Feb 22, 2017",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1488795676l/33136404._SY75_.jpg,www/cover_674.png,Jean Echenoz
The Luminaries,https://www.goodreads.com/author/show/2093764.Eleanor_Catton,832,85679,3.75,5.0,"January 17, 2017","Feb 19, 2017",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1364008186l/17669072._SY75_.jpg,www/cover_675.png,Eleanor Catton
Kardinal Napellus,https://www.goodreads.com/author/show/43219.Gustav_Meyrink,76,349,3.58,4.0,"January 17, 2017","Jan 16, 2017",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1476262063l/32594742._SY75_.jpg,www/cover_676.png,Gustav Meyrink
Kimse,https://www.goodreads.com/author/show/1543755.Ferit_Edg_,127,209,4.2,5.0,"January 14, 2017","Jan 16, 2017",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1416955376l/23616393._SX50_.jpg,www/cover_677.png,Ferit Edgü
Mürebbiye,https://www.goodreads.com/author/show/25573.Stefan_Zweig,96,3232,3.67,4.0,"January 16, 2017","Jan 16, 2017",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1602409897l/28791696._SY75_.jpg,www/cover_678.png,Stefan Zweig
Büyük Taş Yüz,https://www.goodreads.com/author/show/7799.Nathaniel_Hawthorne,124,615,3.82,5.0,"January 11, 2017","Jan 13, 2017",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1476262223l/32594758._SY75_.jpg,www/cover_679.png,Nathaniel Hawthorne
Koşmasaydım Yazamazdım,https://www.goodreads.com/author/show/3354.Haruki_Murakami,174,203536,3.87,4.0,"January 07, 2017","Jan 10, 2017",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387930722l/20317109._SX50_.jpg,www/cover_680.png,Haruki Murakami
Düşsel Varlıklar Kitabı,https://www.goodreads.com/author/show/500.Jorge_Luis_Borges,287,9828,4.05,4.0,"January 02, 2017","Jan 03, 2017",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1424986864l/25027347._SX50_.jpg,www/cover_681.png,Jorge Luis Borges
Anarşist Banker & Şeytanın Saati,https://www.goodreads.com/author/show/7816.Fernando_Pessoa,120,327,3.87,4.0,"January 01, 2017",Jan 2017,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1608067427l/20190078._SY75_.jpg,www/cover_682.png,Fernando Pessoa
Yaralı Zaman,https://www.goodreads.com/author/show/1543755.Ferit_Edg_,88,149,4.07,4.0,"December 30, 2016","Dec 30, 2016",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1563734441l/7314014._SY75_.jpg,www/cover_683.png,Ferit Edgü
Akbaba,https://www.goodreads.com/author/show/5223.Franz_Kafka,96,577,3.68,3.0,"December 29, 2016","Dec 29, 2016",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1478892353l/32945535._SY75_.jpg,www/cover_684.png,Franz Kafka
Here I Am,https://www.goodreads.com/author/show/2617.Jonathan_Safran_Foer,571,27637,3.64,2.0,"December 06, 2016","Dec 28, 2016",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1471029768l/31434269._SX50_.jpg,www/cover_685.png,Jonathan Safran Foer
Amras • Watten,https://www.goodreads.com/author/show/7745.Thomas_Bernhard,116,62,3.76,2.0,"December 01, 2016","Dec 03, 2016",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1390747107l/20637074._SY75_.jpg,www/cover_686.png,Thomas Bernhard
Dünyayı Seyretmek İçin Bir Yer,https://www.goodreads.com/author/show/5444571.Ertu_U_ar,98,20,3.75,5.0,"November 30, 2016",Dec 2016,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1438337851l/13410821._SY75_.jpg,www/cover_687.png,Ertuğ Uçar
Sırça Fanus,https://www.goodreads.com/author/show/4379.Sylvia_Plath,251,1221930,4.05,4.0,"November 20, 2016","Nov 29, 2016",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387225574l/19505000._SX50_.jpg,www/cover_688.png,Sylvia Plath
Çaresizlik Kuyusu,https://www.goodreads.com/author/show/8523.Lydia_Millet,153,1015,3.52,3.0,"November 09, 2016","Nov 11, 2016",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1398436618l/22011518._SX50_.jpg,www/cover_689.png,Lydia Millet
Güvercinler Gittiğinde,https://www.goodreads.com/author/show/42927.Merc_Rodoreda,224,16937,3.83,4.0,"November 06, 2016","Nov 09, 2016",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1464859367l/30336084._SX50_.jpg,www/cover_690.png,Mercè Rodoreda
Stoner,https://www.goodreads.com/author/show/51229.John_Williams,306,249040,4.35,4.0,"November 02, 2016","Nov 05, 2016",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344260501l/15790264._SY75_.jpg,www/cover_691.png,John Williams
Renksiz Tsukuru Tazaki'nin Hac Yılları,https://www.goodreads.com/author/show/3354.Haruki_Murakami,320,203064,3.87,4.0,"October 28, 2016","Oct 31, 2016",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1413979132l/23434802._SX50_.jpg,www/cover_692.png,Haruki Murakami
Örümceklerin Yuvalandığı Patika,https://www.goodreads.com/author/show/155517.Italo_Calvino,167,25934,3.78,4.0,"October 25, 2016","Oct 27, 2016",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1486766644l/7739824._SY75_.jpg,www/cover_693.png,Italo Calvino
The Nightingale,https://www.goodreads.com/author/show/54493.Kristin_Hannah,593,2106674,4.65,4.0,"October 15, 2016","Oct 24, 2016",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1465575686l/22663563._SY75_.jpg,www/cover_694.png,Kristin Hannah
"Sen ""Alo"" Demeden Önce",https://www.goodreads.com/author/show/155517.Italo_Calvino,214,2874,3.95,4.0,"October 10, 2016","Oct 15, 2016",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1451909217l/13177162._SY75_.jpg,www/cover_695.png,Italo Calvino
Kum Koleksiyonu,https://www.goodreads.com/author/show/155517.Italo_Calvino,213,819,3.84,3.0,"October 07, 2016","Oct 10, 2016",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1451908389l/17183338._SY75_.jpg,www/cover_696.png,Italo Calvino
Kadınsız Erkekler,https://www.goodreads.com/author/show/3354.Haruki_Murakami,224,126351,3.74,4.0,"October 05, 2016","Oct 07, 2016",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1452714100l/28367520._SX50_.jpg,www/cover_697.png,Haruki Murakami
San Giovanni Yolu,https://www.goodreads.com/author/show/155517.Italo_Calvino,93,1047,3.68,3.0,"October 05, 2016","Oct 05, 2016",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328555332l/13455296._SY75_.jpg,www/cover_698.png,Italo Calvino
Giden Bir Kedinin Ardından,https://www.goodreads.com/author/show/1543755.Ferit_Edg_,120,247,4.15,5.0,"October 02, 2016","Oct 02, 2016",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1429101355l/25364210._SX50_.jpg,www/cover_699.png,Ferit Edgü
Bir Gemide,https://www.goodreads.com/author/show/1543755.Ferit_Edg_,83,381,3.94,4.0,"October 01, 2016",Oct 2016,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1429740784l/25409742._SX50_.jpg,www/cover_700.png,Ferit Edgü
Van Gogh Yüz Yıl Sonra,https://www.goodreads.com/author/show/1543755.Ferit_Edg_,112,91,4.37,4.0,"October 01, 2016",Oct 2016,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1513615910l/7314003._SY75_.jpg,www/cover_701.png,Ferit Edgü
"İşte Deniz, Maria",https://www.goodreads.com/author/show/1543755.Ferit_Edg_,84,279,3.95,4.0,"October 01, 2016",Oct 2016,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1542030660l/25362653._SX50_.jpg,www/cover_702.png,Ferit Edgü
Sandık Gözlemcisinin Uzun Günü,https://www.goodreads.com/author/show/155517.Italo_Calvino,75,3259,3.6,3.0,"September 30, 2016","Sep 30, 2016",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1451909136l/15837996._SY75_.jpg,www/cover_703.png,Italo Calvino
Av,https://www.goodreads.com/author/show/1543755.Ferit_Edg_,107,141,3.67,3.0,"September 30, 2016","Sep 30, 2016",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1455728445l/29207222._SX50_.jpg,www/cover_704.png,Ferit Edgü
Do Sesi,https://www.goodreads.com/author/show/1543755.Ferit_Edg_,96,173,3.64,3.0,"September 30, 2016","Sep 30, 2016",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1429083861l/25362673._SX50_.jpg,www/cover_705.png,Ferit Edgü
Doğu Öyküleri,https://www.goodreads.com/author/show/1543755.Ferit_Edg_,72,374,4.27,4.0,"September 30, 2016","Sep 30, 2016",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1429084776l/7313943._SX50_.jpg,www/cover_706.png,Ferit Edgü
The Lowland,https://www.goodreads.com/author/show/3670.Jhumpa_Lahiri,352,96540,3.88,3.0,"September 03, 2016","Sep 30, 2016",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1376066355l/17854650._SX50_.jpg,www/cover_707.png,Jhumpa Lahiri
Doğu Avrupa'da Yolculuk,https://www.goodreads.com/author/show/13450.Gabriel_Garc_a_M_rquez,144,2184,4.08,4.0,"September 26, 2016","Sep 27, 2016",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1472083830l/31676366._SY75_.jpg,www/cover_708.png,Gabriel García Márquez
Dolandırıcı Felix Krull'un İtirafları,https://www.goodreads.com/author/show/19405.Thomas_Mann,480,5691,3.84,4.0,"September 16, 2016","Sep 25, 2016",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1419267848l/24013896._SY75_.jpg,www/cover_709.png,Thomas Mann
Kira Kiralina,https://www.goodreads.com/author/show/55651.Panait_Istrati,132,2392,4.1,4.0,"September 16, 2016","Sep 16, 2016",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1455088696l/13574172._SY75_.jpg,www/cover_710.png,Panait Istrati
